INDICATOR,EMPLOYMENT STATUS,COUNTRY CODE,PERSONNEL NUMBER,EMPLOYEE FIRSTNAME,EMPLOYEE LASTNAME,EMPLOYEE FULLNAME,EMPLOYEE FULLNAME (ENGLISH),EMPLOYEE FULLNAME (LOCAL LANGUAGE),EMAIL,LAN ID,COMPANY CODE,COMPANY DESCRIPTION,COST CENTER CODE,ORG UNIT DESCRIPTION,EMPLOYEE PAYSCALE,PERONNEL AREA DESCRIPTION,PERSONNEL SUBAREA DESCRIPTION,EMPLOYEE GROUP,CONTRACT TYPE,APPOINTING COMPANY,POSITION TITLE,HIGHEST LEVEL 1,2ND HIGHEST LEVEL 1,LOWEST LEVEL 1,HIGHEST LEVEL 2,LOWEST LEVEL 2,IMMEDIATE MANAGER NAME,IMMEDIATE MANAGER ID,SECONDARY MANAGER NAME,SECONDARY MANAGER ID,LAST HIRING DATE,ORIGINAL HIRING DATE,LOCAL SERVICE DATE,CONFIRMATION DATE,TERMINATION DATE,RETIREMENT DATE,EXPECTED RETURN DATE,LAST SERVICE DATE,DATE TYPE 1,DATE TYPE 2,DATE TYPE 3,DATE TYPE 4,DATE TYPE 5,GENDER,DOB,MARITAL STATUS,NATIONALITY,HANDPHONE_OLD,PERSONAL ID,PERSONAL ID 1,PERSONAL ID 2,PERSONAL ID 3,PERSONAL ID 4,PERSONAL ID 5,ACTION DATE,EMPLOYMENT STATUS CODE,PREFERRED NAME,ORG UNIT CODE,EMPLOYEE PAYSCALE CODE,PERSONNEL AREA CODE,PERSONNEL SUBAREA CODE,EMPLOYEE GROUP CODE,COUNTRY DESC,WORK CONTRACT,WORK CONTRACT DESCRI,JOB CODE,JOB DESCRIPTION,HANDPHONE,GROUP L2 ID,COUNTRY L2 ID,RESERVED1,RESERVED2,RESERVED3,RESERVED4,RESERVED5,RESERVED6,RESERVED7,RESERVED8,RESERVED9,RESERVED10,RESERVED11,RESERVED12,RESERVED13,RESERVED14,RESERVED15,RESERVED16,RESERVED17,RESERVED18,RESERVED19,RESERVED20,RESERVED21,RESERVED22,RESERVED23,RESERVED24,RESERVED25,RESERVED26,RESERVED27,RESERVED28,RESERVED29,RESERVED30
R2tzu,Q6ir1,LfXMA,yGhf5,qEPpG,ig3vq,7cdI9,jgZvT,WTVVU,j535P,aoORX,2MBz6,ka1Tk,ytUAc,0eW3V,586l2,7.00E+84,dS1fn,L31wH,FG711,GspRr,NKXGa,K8H0X,16nex,HKS48,3YE88,sMJ98,7i6Ov,Trxxv,cQ4Hi,Lnkxu,aJtTH,DwVAh,16OnM,Tf9Et,ACfwU,BTUGC,iE3z5,nzj1O,7taiq,6jByI,aqZHz,2Lox7,2phVk,90uxL,idMhB,e0bFB,uEhb9,U9JW1,uPFcY,O1JkT,8l3D5,vGiCh,HJ5MN,8MTa6,q7iKb,IhEt1,iRrc9,ytHd4,VKuHT,mpIc5,GC2uo,0PFXD,x2oJt,MvoeV,jbbdQ,wZ3Iv,jaL8f,NEl6E,YHeWE,HEEav,0uM4H,RS7ns,YtxrX,NUsiO,5gp4D,P0L8d,xB383,VGZKp,gfBVu,bpd6Y,B0d7s,CqmcX,YyB4v,A9TSI,L7t7A,y1x11,H3Vn0,eLm0S,Ez67U,JsjGB,9IbRp,qlRFk,jgJKT,N7Vdx,kQPq9,f7XIa,jOwVK,UcnIy,m8fkV,uOWph
GeBMt,GrEaz,s097c,RNY7j,Fezlq,071cf,ywa21,mSY4A,gCbcg,Nuujo,qhZWJ,P1rrw,iT44M,VaOF4,Xid4v,izqKv,58EnE,PxREY,Y4Hvc,xsHyE,g4oBy,gc2X7,Dd4xK,MnhV7,9iNUN,jIHTr,Z6Y5G,nPQxh,R3ihL,iZQuR,cXwHN,HGCnr,4rACL,eTh9r,1bg7W,QRRYy,yFX7A,5MmvH,HVFXE,o9xcU,4PxFN,9ZJVe,1Kc1M,evDn8,FD8Jc,3qZYN,QipTw,hfux0,c0l2I,CoQig,UVybG,XE8Lm,eXwpv,w6Lhb,TvngT,lgtXK,hVWJl,m2eOT,oBvxw,epgBL,A9bzu,WKWMT,0Yncv,x5xvW,sRIBT,NSPix,8erny,CnVXs,BlED1,bbOj5,n4Rjn,bjmYX,9xM3C,d6SX2,VxBZE,OSIBd,XEckc,sI668,D34oH,ozMMO,0azXT,JfP4P,SsiUD,Ysxn0,6-Nov,jpI1l,v9Oqc,M75pR,9wDin,vKtp3,SxwvV,OkYub,ypjJo,xXFgU,BXNCK,GxFDX,puBUW,BUhRC,au7hU,bRrPR,7eMJs
bnssk,Az4qN,UQhFk,wt8M7,IyeQ1,mj6NM,wxgeo,7X3uj,IIYB3,qOGVE,sFm9t,HXnKn,GmExc,LPKoA,zP1cN,mKYGL,CFtOU,3YuwT,RZjI6,cPDl3,NJ7Es,vg83w,Tocnz,AoLoR,pYzcG,l8gL2,ZqMkH,7bIU4,TBNq6,KCgOT,Ia4sr,DroOx,q3nGs,nuJoC,SYCGm,Smwtt,j3l13,tKqT1,3500,mX7Qg,CLmsw,ASDj0,LwxZK,BASlV,cFghK,1KzLl,0oIWQ,PkmZi,qXGwH,tTdBA,LjLJ3,WD7PO,uoWCz,GjHDZ,WaVSB,SDiKS,VBCUc,8545o,FdD5m,9JE29,XO5bx,gKFAc,zhGca,EXe7N,NlyJs,BdBVh,ThZRl,enEjJ,TeIKx,QHNpt,DLwEY,gfAXT,H0usC,LBFd5,1pdQf,zdluP,GzFQ1,xwb8l,B52Rz,upTDs,qyntb,ydbHP,GxVDU,2tV3H,DKsqw,J0hhY,C7smj,a1RPC,oBcMb,T3EdC,0JFow,XZNFR,Oi3v2,vcEsv,0vwYK,5k2rV,bCJPY,wiCje,bt5UI,45T7n,GYXNp
DYnSZ,Q8YOQ,9e5IO,4pv97,1mahT,BcUAO,u5a2C,RdSvm,RV04s,yUlbd,7UCLo,2cv10,PeMLj,LHuLf,vFsPj,n5aTi,4ZPSd,WF1Rf,uZlnI,8jZPp,woHj8,UGJ8g,TN3Co,uums4,FynAB,Qyda4,iXMZO,VwKl3,nM740,VUnxa,5EejS,s15KV,9T7ez,VHy00,eHhvJ,dlgKz,mfPLB,a99Yi,AIKFJ,5Q4aH,pizDS,UpjSW,QhaDM,3vwgI,W9WVE,nqRxn,X1jZE,VbZCA,GRfBR,J4Jd6,1rQbw,K9Dmm,FlkMe,CXLzQ,PnoWH,a2wIn,V8M7B,0Y5vz,91rJW,BsB28,wSPBA,fEBKO,BWRCA,C83Rp,4R5nY,DTuIS,gv3lW,4NrYB,6uRIi,ahiQv,1iHjV,gOJcv,bDzFf,WQPxw,7gP7T,8SdXI,GHuxB,irnO3,JY6FG,vlPcf,YGy2f,bfpAx,7.81E+04,GUkWh,SIzYB,XpdgJ,9lHlp,DLDki,kextJ,yYBM5,bO5T0,TVQ4U,QWQLD,NPzbP,YsUDO,YuLID,ryXUP,sEGk9,TZgpY,pjhPp,RPT1l
W7sLB,a1PyE,oIiQj,okB5d,Z9jIi,Svr1U,2OjOx,WUkMj,yl5bo,S2NVD,Thv1M,Vx2SE,eTS0D,jQdxi,dqhCx,iVv27,NLLBQ,P8AiW,tBB7n,aBupy,LtLYu,3FpHb,1uIlg,xTVet,5T5CV,4144,8Fc73,oZ5gD,14vYu,ysjL3,n1ofZ,6d3Jl,FZwEa,W4nzZ,O41vo,nyeL2,x3dZK,oAwy8,Rc2Z6,2sAN5,6ANRh,X4LEO,80Y3A,4xwiT,Cb6ny,t2gnm,J5H2M,MEN3s,sRuWz,zxAx3,V3GSK,Qyk67,h2hil,h6m98,olVFM,HpSZk,bK7xq,QmDO9,HxrDZ,hx7Gy,DvKVz,7v7GW,p0NDv,SXzwX,MYQTG,t95lF,y9eyx,gf2IL,8VXjJ,qm0OT,RzWIe,Wtuex,KWBTL,M0yBP,fO5ql,UH5SW,cMLhd,B57tY,5ict4,CyGaF,PXhOn,gMI4R,IxRkC,PyebQ,O8pBd,kfZ7Q,rzmC0,1sKy5,PzKAV,TRXsC,qwzWE,asskG,SboEW,uBWrs,ZBLmH,fKyGb,eboZK,RhKpv,Tk0Mw,f2owJ,kFPP1
zpAVr,JWaY9,IDqnA,xiLlG,XUuPW,7620,OZMiX,b430T,Go6dQ,nueKQ,RQKJE,tYQuu,URXJB,rEIxy,gTFye,IotDN,xL3Gb,cbKol,7RDKr,DRpRK,Q4Jfl,vm7gD,s1r8w,TIbBQ,cHDPo,xmOj6,oSgsO,7UaSo,6f59Z,lwvDV,VDbtA,jknaf,h4ODk,w4kfs,V5p1L,XXwDN,Vkp9L,POfCd,qhcW0,c1Grg,Tm7LP,qzvct,2jekj,ADT5R,1x0CL,vve13,0FVkb,BCgoN,RgWDe,KawHi,MDouC,2pRj4,MjLP9,PQZ0p,QYfBs,9jQPt,ncV9d,DpR2B,B80i8,G4YT8,jnMsV,nhZNC,XsibC,7Yr2K,INylO,cTiB3,3xs6O,uNkGV,Bw7Xq,azHgJ,W6sQW,TnnfO,HKkxD,RDfbY,ItGZ6,ojpzx,8cCr3,dUK5r,IX9a1,jlI5f,JpxR1,bArth,58TMh,XDkvN,LbqDj,KCTr6,Wg0Dt,Qfb7Y,27mAe,DdIeP,CnUDY,j219j,M2E62,Ga4lK,ECeez,7JKGE,y1NVe,VdYhp,vw3tv,iFi7M,N4pVe
SeE7J,yQOE8,GJU6g,4pXqG,AjMYU,dN3hD,YFqRK,v31Vo,JSnqD,1klPH,tSxBy,LosbH,kqQgF,mfEo3,EE22x,tiUVC,xWfTk,fF6Zf,KU17A,Z92xs,OAmvi,HBny4,4SX7P,6-Jan-08,P4o8j,80iGO,gjmxM,02ug3,JXh4X,1ucFG,GLaD0,OsRRf,AQDW1,tcOY1,OwiRs,417eE,tIqjg,n1Yt3,xIm8T,BnZRq,JMgok,IGHd6,OB6kQ,PKTKU,WUjdv,Dd4IT,XrvFZ,zn9oC,zCcG7,0vIPv,QMwma,Ld4yG,U2qqz,f0fKb,aCmd5,LdohZ,YQGkd,ka6VT,obvVT,LU85q,2BLVY,2NGTt,uqOcK,X4FI3,cAdYz,JBxqX,1FDKA,nCPi4,dsN9n,llSKR,RXcsX,5ATSj,aunza,8AGA8,GQJ5O,mSyvL,hGXU7,IuI8D,n3H2W,3aaSa,bQaob,klKmH,3dJFM,3RJOZ,NnYf9,xEk7P,PGnrj,ZwCkx,ehYzJ,LinK4,R3MIf,0anS3,pjqfN,zAb9Q,aKaQy,PJvKe,ouhgj,pkKsf,Oru8L,GZWji,ydVyp
KaUBq,HEqfc,KNXdz,ZcpsT,Qp4xQ,TylDy,fTFB9,VxQKW,iwtw4,LRIz4,NLpKM,CIgR1,BPOX8,lIPrz,9.60E+06,1GCJL,ZlAuv,mWm7d,2cQ8b,cPm8i,D79d3,7FqCH,cGC2b,YjnYb,iuiiZ,zxCv3,IzIbD,0yEFp,xPXIE,HBve5,KDq9E,O51wX,f1pUT,V9ZEt,XGXqZ,tZSjs,zIBDt,JHb7k,Hnzbm,b0UCA,ImEUI,EizK2,42FPg,3XZhl,qNIfK,fwYvZ,H7aXs,h8f7S,klvkH,RANpO,uzkW0,xtr7J,Iajy7,qI356,pOL9Q,k2qGe,iLkuW,I2Neb,LtFF0,RWMI5,43gil,cTFCL,9c3j8,MVArh,wkhXC,NsDBk,bYWHU,BYtKr,EdGNG,kEUTH,Aybqo,076bV,m2aNE,WWWmD,1eBmj,lFCR4,VexrD,H4g4J,XyiuY,szqyL,01JYn,wX5PK,dtlYH,7Ghgy,YLtIQ,dbtuq,Vip6u,QLcNm,Wl6Mz,6mG72,IGdP3,nMBzX,LVwgk,my9MN,Tg2Ax,L1pIp,GFRyu,nHTb4,7MlVa,ISg0q,SUj3v
HnRsc,mgDZV,TPtdk,HpXQi,1TWiy,mRPR7,YhYy9,5flQy,WprLY,rfPSD,BqvMq,tRaHR,qk9Oo,lpj9i,Xruvi,Ydsc8,8vKy8,4MMH1,CspOV,RYPpf,CPZjA,C098W,2ARrZ,RfRxK,lXoNI,KvsU7,VXDKJ,e3y2J,w6ig1,FJ477,GA0Ap,YKZnW,NIMcK,c91en,xRR77,9aCmH,p2ZUB,1JEvD,2Ebzy,a1D0G,9MlBf,FX6Lo,YYdwC,IXQFD,7lbOM,Xpo7c,iTFFe,gTAMJ,OGtRk,GxMTR,YbW1v,H9t7Y,ynIqh,CAzwD,ipMf3,pwLEW,Y8f0j,tMXHZ,fED3W,sdZ7z,YNzat,pRRwD,wUdL9,qDv0i,5I9eP,pPsZj,YJntX,IJ4iO,uEmzz,Lz7CH,804D2,98UWv,MNtDq,5.39E+04,yrsji,2FtU2,6R15N,4DAtg,gGmn5,4Dl8N,JnmOC,L2bDF,eKGCb,Yn6WM,PUCXQ,w40xV,EaXeY,fyiyR,oIwqj,DWfBu,tIbT8,gX0jd,l35eO,pa3h6,OYW2L,kF3Wq,1w3Zn,SxT2Q,yeXHT,uq2dR,WwsoK
D7lR1,YYy4K,nRPHy,Dgdpn,fxgXk,G6uKj,WXziW,JHbrd,xFQD0,Qi68K,EnfmW,LUiKD,yuyVM,XqxX2,wQwok,k8Q6Y,HM9QP,T9AfS,RJh2E,x56xX,xgK1W,HKhNL,9Q2aE,uKdao,j3O4q,3E9vJ,tLmvN,eOZQT,010B4,e7g2G,v2PC8,ntr3L,71b9P,UkSBP,rwdKh,YGJZm,rdnv5,jG3Dt,inF6l,12kdb,igW0h,mYMRB,iLRMf,tZJrI,utOYV,uc9FV,b4ab7,CF97Z,Ts9e3,qUgcT,WxN6a,TYmSh,qe0So,k8jS0,Dnqek,spv3S,9dW6V,6.00E+62,L8axO,rfjCe,3rDYb,E5syi,Bs5xQ,wiY1Z,QlCfw,IHDXA,dnuYA,Opcex,TetPt,lqrcs,3LXaS,PGVcb,7GxqZ,yccdK,Z4iCv,pdnGB,ZHWlK,K7RlU,yUYL7,wUmdo,tcMBf,0JVez,AfDjx,ZA9Be,eVBEV,x8ztX,kOYhk,q2veb,dS6wB,Wv8IZ,3FeaQ,Ong6k,N4DN5,Y14m8,ELkUN,2ppae,hsofN,vD65N,jXh6N,xMGxP,fcc5P
NDqGm,UPwpR,ufDKB,k5Xv2,75siR,jLmuk,i3MkB,tGE6m,efhlj,vQcfk,Qul5c,2s7XA,2MAg1,xbM6m,4-Sep,kgHBl,6Xy8P,XoALe,Nh34H,I60C7,qTSfc,YJWWc,Q4VbH,qUdxG,hWK3s,jsm2B,p5dG1,eBtAZ,5zGpS,P5dt5,7sdRu,6IIKu,6jCxI,4X52z,fd9fK,ugghl,Mb63q,3u7RC,OLk3F,DouYP,LSDYL,etYr4,Qn7fU,8XMkE,KUHJo,xsJLU,dkeeh,rR9tS,rJot6,2vJ4s,ici9B,IiAo5,TzBai,E3OYT,4ntTg,GMWBn,UxoXb,pMefm,FgWV2,RVHNP,thT9o,MEK6t,7ECEA,jpuYu,i25LL,P0G6k,0Q5k9,AI7NY,2WHGu,GwV61,zgRzA,BpxH9,3qRvN,xtpQ0,DWnms,C33xl,7File,d7fYW,yYnQa,24bvM,6cuBX,L6vHk,IObKj,t3a1Y,C1pbJ,HconJ,cc2GU,T5jGT,DNEQZ,6GVhC,HQ9g3,dcTQe,Py3O2,gIu8v,F2lXh,Ux06m,zLE62,BIrE4,uMCf5,KOQi8,77v8r
nX5v8,b5kdR,TYNgp,k0Yf5,k01Yv,5L285,gwpho,hfkDo,gC2Yu,lPpVl,YivQH,OoeEl,87OzV,0bevU,beyc5,27-Jul,3svKQ,GYKmS,9z3mu,PTfjl,eEMkm,4NAEO,iXYVo,NBrJk,6uDHB,U5PLd,kHAt1,fyKgX,mrSHy,2xZg5,n7rSQ,dkFys,V4Xnr,odrpH,dx1od,GBHWp,pYfWh,4eN4E,6CED2,iVETs,bmp69,m2DaD,w2rdb,ql8lx,xqwwL,bYzkM,tIfeH,eopVg,gTPTZ,l6pBe,fGkBG,A5bbS,LfGm7,1uvtY,9S7U8,vK0Kp,p6oNG,CCc8e,YVatM,istCo,aN9XX,hQ7dX,Eflqr,GzZXi,12fF1,bZVLA,PssM3,MDDyT,bYlPl,YLc23,jxhIa,Wr1B4,rKBgD,wPMoj,4A8fX,tEJeU,sLOTP,KKeiT,Hkn5y,oBupT,5BxMM,camks,xfQkE,9fCOE,qKhkg,gy3ax,YjXCE,iEYqT,9vkZi,SBBr1,ZX0FV,BoMeb,e4YiV,IxnAl,xMsz8,ijfDC,jULn4,6AnvM,R9qNp,OUtDi,SaRKa
xg6lN,m8OaI,MOnxd,0Z0Pn,PLCl9,B6YOH,0qOr6,pWDJt,B0BH3,yOGxq,L5myB,fmAgu,eoMK8,JpU1i,3Rlw8,zIrDs,k0FhL,O9plC,KeYC8,F6f8K,a0VPI,PwM7J,GG2fc,sitaE,DSxzp,wKbZR,GKsho,9fhHX,GIWCh,fulIM,OL0f1,LVA7l,3AVH7,AW9Fy,OcIfG,aIlIG,X4WMx,kjDt5,m0CkV,3Vwxc,WaOEz,vSLgi,Qh3H3,Ge7uR,lIjp3,6kPf0,QzTh0,9.14E+02,p0lNT,ucbpV,tdtjb,1X5z7,PofAi,73heZ,mHhjD,SwxjZ,HwBPU,9EPPl,2VCFp,xPvK2,thGB5,P6u0K,9pdHB,7BNjc,0Q8Ai,nX5hP,UgMPs,SFABH,s87iZ,Pg27Z,hjBPq,XLXrI,u1V8a,mqS9y,kztp3,pVtJS,fora7,eZep5,JHLcy,0QXYh,9P447,fi2Qm,Zaph2,NmgsV,HVS9g,HL5d1,VGcZ0,O9tBQ,uYiwl,Z9H2q,Xuqnc,s84d7,wklv6,eIvSH,SyzCT,ZvgdU,HTJ1a,cUrT8,3SuFj,Ae44A,KPUbC
8DLtd,c4k6Y,2.70E+15,xUVIm,GzY5a,zw3sf,HjN2Z,p2gKK,A1GS4,wKepS,gxius,WJzhG,6znMY,qlfdw,x6Rh2,WW2zG,QOiEH,FL7RD,qRVcF,PvQsP,nlqId,AGbIq,kMzSy,VQnKr,mtno1,b70I8,p0x7I,9tAEB,YTJUG,YoVeG,Dv8la,DmpsO,wpVtG,3Kyc2,poc5Q,ymMpO,0D9MQ,WS2J1,ih9la,JAW7M,mVDOq,e30AM,wDA8D,oDA66,LNynp,O4SSA,7YaaH,KAGaj,pmbpW,45W3O,uZ7Yf,ErHW9,PkVjd,egoy7,CHLc2,tu5Q1,xlk5K,DO95n,kyeCc,wbrQ1,wPGZp,HikWc,nVsIa,tDcmK,nhWfb,2Kx7m,hE5x7,1VQFQ,wczvd,evfeN,HWqPy,3zyM9,YCZkG,GrCDr,h7wdX,tpsSa,VDzdy,kNr7h,70wYO,NAOev,sMP3K,Dy25D,1vfnc,yFRKC,aTmaH,fFiEm,hlwg0,wj7Kt,L2tT5,GZMRz,TOifm,jB6iC,mfDyb,zHRXZ,Nr57G,XyaYE,8dOw7,2v5Rf,BYYUS,FSjdX,0GIrW
mGDVB,wPcNL,f74vZ,nh33B,lyna9,JJrtY,hWV9S,v10Z9,MSCK3,TGq4s,0WCEV,NvnAu,VKVLf,bmUuG,ySU6o,R1rOE,GLTwu,rYATy,tbhzK,CtlBU,FAUk9,GWm9M,3wnVx,MjQGj,H9fb8,F8dn1,5IcgI,XRotB,fGJtR,GUFZE,q5oG4,5KWnF,HSssQ,FGvKY,5YdHk,C089R,IDiCZ,fEcO6,zE1zr,RttPM,FRVMy,UQEMA,C7qNe,Im4IK,PlDQO,Feb-51,hH0Vz,yfkk2,gdPJY,vdQth,vWybD,qrGtl,KCxuI,0rG12,D28lL,Gu3Qi,EZ867,UAsNP,LVgBt,jo88C,lIwhT,8FEW3,Rso1p,nd1PY,Afd9j,FHnUQ,meZ2Z,JEwCK,kpqUD,GoDkV,Hfhjs,uJwCD,uBaGS,WVnBw,1b8Fu,utV0c,WuarC,jgpa4,UFMlD,kKX3N,lh5V5,OKBj8,PkJPB,rVlWG,aSXHW,jqyJO,BafqY,dE5kG,O35YY,8DCos,JCvpA,eeIEm,nAzT1,ELv3N,YVhPp,lpnyN,xXA3V,uUqfW,3xSkM,GVLEe,RuLWM
suR5Z,kBiwB,v7D46,9opr2,9PfyI,2SIs8,37o0I,eMsaE,PN95q,xlOFh,YwpDI,TJtsd,CZxdL,LtXDk,1Q27u,wJ2QL,qNGJ8,pfEGy,jxbUh,Zi6iX,lHfsu,KH72G,QRw5s,d9KlG,BpXoH,wNCez,698uv,Q9hKq,jToTF,SN8u5,Ulx1t,yJj2j,btXc5,2rni5,ioBZh,IhTSy,LPB3q,Gnq4T,tVsER,55J7d,X0bFU,rJ0Se,w67hF,N9qs3,E44yW,Bqvre,peOqW,HDaLm,BE2L3,CKenE,9.00E+48,TGuW3,U7GH6,N6VMu,Syijd,iMOKI,tlWlc,m8jlg,yOlJo,JLGvg,OmR8e,Vxm9g,ik8jS,s8pMK,eH0Ah,tetuX,ZXUOG,p3ZeW,X2yLB,mtooO,wSWuu,0naOn,Gjgxa,hbGXI,2vGEB,yWIzg,deiIy,IO0of,LLcdM,hhdjw,MWx40,U1rcn,GA9ck,fpHJy,TaAqg,mDIfR,32VpF,C12Db,62nSF,sdeM5,bsplo,d63a0,sdsGG,IU6Ot,Tmz0z,xS64y,gk13B,Zr5Yt,NcAME,wxfJX,yNLqr
9cl25,833,dq0wf,VXSHW,gFJiC,1T19M,sYgkd,6QIpQ,xA8Qw,Ix98n,wyEoz,TdoHU,CnQRd,UhnEP,trk4G,Wcmn6,1xazh,2XSJc,0jcKb,8fZiY,i4zBG,MK8w8,jQDFd,TH0kA,h1UDE,lhfGh,d0KNh,n5DUV,jxjL6,9NXIt,Xs5kG,nFDBd,eVO7l,7g44E,RDUNe,rQyVL,bcmQW,zUplU,jtNbz,y7MMD,Aunj1,Sg8Fi,qReYZ,FrGJr,mBe4Q,5nAzQ,MMgJ0,cD7ZR,LJ9zb,X8fJ9,FGHo2,zWqgv,sEMMR,P9LOg,BzmeK,e6Sur,5f2Cl,AIF1j,DLlvX,3rcOs,MEhLU,BoOpO,6uWai,wbtkd,6EWcW,bYd7q,TdlO1,ElNqI,tVELS,cmcbZ,ndHsq,dbdHj,vD8Vr,tUnqU,PcayT,itVYW,nRv7D,9CqqI,776Ma,4B2nG,xb2Bb,5v0mE,HQYAq,sLgAL,ceckj,3mDaO,duKpO,GyKXu,fO36B,vieWO,Wd7qp,8iZ2H,ZU2k7,Rp3Hv,yPRUS,lwsJg,YJpKu,SCiBC,eJv5m,NiAk7,0Qgs0
94aDl,fuxoe,Dhgl5,YqYy2,foKeW,6ddbg,CyAxZ,YFirp,SDMcS,6g8qT,wrLJ5,yFxCW,MGygL,tljIs,V5UY6,1ZchX,NT530,wMNP0,yRBXE,LLMvM,S1De8,RP9WF,hTc1I,SNvPA,vvFUO,1O1xo,8t28f,xA0gw,pjuEC,eBv2B,6hQJA,0apWA,Ccf1q,FPni7,aO0os,NMw8e,xjZMc,Fuf0F,x6g2Y,QDAkn,3i0LU,P0Xev,vmp1j,f5F9B,mkYB7,1YrJ8,MYDXD,gIPW1,Dv4R2,MIrSd,pNEOs,R0mZw,M3EsN,c58w9,len6f,sFo5H,1lFV6,bgto6,GBcvi,Tb2f6,7zXP8,l9d2X,M8jd2,QzOWi,UF0vC,hI4IF,AadCA,yE1Vj,3yn75,1X8zE,QftlN,3g10B,Q76Es,KqIJv,EgzcK,8.80E+34,DDU3h,IoDDq,gs9YC,aC2om,J6Pn3,XwC0U,Xt64B,myFZU,QIYy8,AuDEI,AfZJ1,bjtU9,XJKdb,uj93H,b8hmZ,ERfpC,RPk39,cfRGl,xb9UX,ir7qm,8Osgq,Azn7i,h0Iex,F3JVr,8MOz1
YPBWv,vGT1U,j6QxU,xEOxa,5QiKe,QeaYm,hF0Wi,zswMG,P3zU2,Pyhnh,TyYkl,0QYWP,Md9mc,S6Nr3,4dKw5,B3BLP,CSUFz,Lw2WJ,xK3bW,TLFiJ,yH96b,OSGdN,to526,t1C9W,jNQZW,L91nS,xgGGt,ALtwU,vctBT,vih9F,yLd3D,WR1rR,ymHkT,8AvML,neClF,6rJAY,hEgtv,awLnA,Zm7CG,qJlBX,oNjos,pfffI,88PJ7,Gr4hE,uQZ2N,i6uhj,P96wr,wwlSv,S1geU,bXEAA,lpQq3,Oba8T,piAck,NC91Z,9eAFc,KfTNJ,K8C5B,7.60E+03,XfJhm,UMbeG,JNsTA,1zsGM,vEzOc,DyODf,YbOIj,DTqXj,rp5Hd,e3s5I,3QGrk,PYNe3,3X4JZ,lbXxJ,11oc5,Zsunb,2Ky4j,pBNRS,hngx7,GjjAH,KXqjM,P2SyU,SM8Is,zslf6,AWgAI,tbgSs,YjKuj,xsp9a,GQwdu,CX8kY,6uWuo,r61Mg,PJor9,aggfz,rPAFR,HKDpp,qe1yH,MXYmM,FSDV4,cYIMI,G4nuT,YoDtm,Dwkqh
OxSqH,ANtwk,HJHF3,6.40E+18,Jt4B3,u42P7,7BOTi,ccsMl,HETh1,ioxTZ,2YuCs,BUMxJ,DbH8Q,A8xhw,uk5s1,J7dMt,ceK90,g8CWl,eCOQh,G5IHq,MuBIc,4ph8e,lXxHD,cqh4W,ToEkW,vjwBk,S7RGE,i0k5H,UXz08,C8EZe,GcRc4,OUJmQ,cNcMi,FCBbk,qfO7s,1hTbY,T6apU,om7bR,NNx4X,TQbpg,EELTO,YZ665,an82k,LNUTQ,rrwhD,awmwL,tdqBT,G6dNu,PjumE,dv4Ja,LJwCy,bBQy4,XTA3J,WsKDj,NQQ23,dS5Bm,T8nRm,Nk1nu,zsGED,5SM3k,uYJ3N,56a25,tfbG0,sYJzS,7jf5F,c9BMd,4wHxh,vxyYw,tWVTG,KZddh,rjjgb,hBHPB,fEVlv,zLxgb,YhSYq,SqExf,ueOrl,FDOsY,WvsIq,yqAI2,Sz905,8QPwp,SEVoc,rkDyO,h3JiB,z6tfS,SqUBB,3SdDh,kAvo3,l1Gvo,V6xlo,KshN3,ALZDk,et6l8,rihNL,XX33Q,tdinc,zLRsN,ZZcaA,cmekg,utfBV
UXVSs,e7Qqj,BNNtZ,NHgBj,FROth,5.54E+03,Dyh52,UnenM,HqzPI,2FPP6,hVeMF,v3DXS,6AR2v,4kIIi,IEGFp,5SaAH,xBfIM,ov3Py,h0UAn,hElWh,GtXiq,5Vnr7,71Es2,UbqH4,4iBlx,VazTm,hUHpv,3k4Fh,zH8XU,oaVN2,AN0kU,q50cA,3e3eS,dgFVI,ojER8,Z4MCT,Wn1m5,Dj72i,n9GhP,7laoO,JnqkG,wcBkV,dVEKQ,W5Hbf,47U90,zyfrX,pXNbU,Q1ez3,Yiebz,iG33n,e2elF,MB5Sl,lREgI,SPoCT,Wa188,noMVI,pwaHo,Tm4I6,9lSeI,YgbNG,KYWjO,eX7y9,qAZj1,55Aa3,21JsM,ss1u8,b7IDa,zhv16,0Hcvw,aU4mg,PKNVK,Gdl3E,BobId,x91ZS,dBMJe,lA69T,MUFGb,UjSgY,NTnQj,UWQOs,3dIL8,E8Smp,4uZhR,PCvRm,Q0KGN,7uSQk,cHALI,xxfmN,yyXp9,Ds990,7mihf,M6gQ8,hOzTG,OmM89,gLHJN,Xslpv,7YfHB,gjY3d,ArqJj,W7v7W,iJA61
